intergenic_density
0.00666667
0.04
0.16
0.113333
0.0733333
0.0866667
0.0266667
0.126667
0.126667
0.0533333
0.106667
0.0133333
0.1
0.193333
0.06
0.646667
0.12
0.153333
0.0733333
0.0133333
0.3
0.233333
0.00666667
0.14
0.26
0.0266667
0.1
0.0733333
0.0666667
0.06
0.14
0.133333
0.126667
0.1
0.1
0.14
0.113333
0.0866667
0.0333333
0.0666667
0.0133333
0.106667
0.08
0.106667
0
0.0533333
0.14
0.186667
0.00666667
0.06
0.12
0.04
0.126667
0.0466667
0.133333
0.16
0.106667
0.193333
0.146667
0.153333
0.26
0.18
0.24
0.326667
0.0733333
0
0.16
0.0133333
0.106667
0.0133333
0.0866667
0.02
0.02
0
0.206667
0.0266667
0.146667
0.02
0.16
0.106667
0.193333
0
0.0866667
0.08
0.1
0.0733333
0.146667
0.04
0.0133333
0.106667
0.02
0.02
0.146667
0.08
0.08
0.0666667
0.1
0.16
0.193333
0
0.193333
0.113333
0.14
0.106667
0.0466667
0.00666667
0.08
0.14
0.0266667
0.246667
0.0333333
0.0266667
0.12
0.14
0.0133333
0.00666667
0.1
0.06
0.02
0.126667
0.08
0.0733333
