probeName	GSM534579	GSM534580	GSM534581	GSM534582	GSM534583	GSM534584	GSM534597	GSM534598	GSM534599	GSM534600	GSM534601	GSM534602
LOC_Os03g18540.2	-3.1531463	-3.281671	-3.8153458	-3.1172495	-3.2917204	-3.9275184	-5.65724	-5.259716	-5.133079	-4.184929	-3.9255924	-3.8334255
LOC_Os03g31290.2	2.231038	2.3840914	2.643242	2.110196	2.4528008	2.556592	0.8978405	1.0791874	1.0643063	1.1156445	1.1269903	0.90932465
LOC_Os10g38110.1	5.2360516	4.951989	5.102807	4.0768785	3.8189888	3.8789968	1.7209101	1.5619183	1.6622782	0.14660168	-0.36852837	0.14127064
LOC_Os12g42400.3	-5.4603944	-5.1491213	-5.4827743	-4.756245	-4.396788	-5.0832467	-3.9214702	-4.3406	-4.7966957	-4.639843	-3.8944912	-4.000103
LOC_Os03g54084.1	1.6908474	1.4099989	0.8264055	1.6228476	1.1037846	0.73024654	0.6454134	0.8765917	0.8930149	1.1951075	1.5138998	1.136756
LOC_Os01g48850.1	-2.5179882	-2.601945	-2.3763013	-2.9831257	-2.99786	-3.057529	-0.13426208	-0.42001724	-0.79194164	-0.22490788	-0.2145567	-0.5950365
LOC_Os01g63290.2	-1.5114393	-1.4494123	-1.618948	0.36656666	0.54796124	0.092310905	-1.2001877	-1.287158	-0.4730692	-0.85002804	-0.28998566	-0.32973385
LOC_Os01g70020.1	-0.3648739	-0.6811476	-0.12820244	-0.37483406	-1.1941328	-0.5077486	-0.14307117	-0.31326675	-0.93704414	0.3974352	0.27487755	0.6895342
LOC_Os03g03610.3	2.2003956	2.292841	2.245988	2.4577904	2.5545387	2.4955587	-0.7171211	0.8373766	1.0769367	0.42879677	0.27192974	0.3989048
LOC_Os04g42444.2	-2.3549728	-1.7023945	-2.9150214	-2.688202	-2.5457754	-3.1952085	-3.8785567	-3.6882143	-3.7587109	-3.52135	-3.5346441	-3.4522648
LOC_Os09g33670.1	-0.30484962	-0.9105587	-0.5523205	-0.27495956	-0.46909046	-0.37959385	-0.9712868	-0.7826128	-1.0238781	-0.94864464	-1.0435886	-1.3183899
LOC_Os07g48370.1	-7.1251917	-8.569251	-5.8187084	-6.975026	-7.0966177	-5.8101444	-1.6473846	-2.7006931	-1.0897017	-1.992795	-1.4137774	-1.3344412
LOC_Os11g44860.1	-6.9013	-5.928584	-7.525461	-5.346663	-4.4720116	-7.7231245	-4.38886	-2.915885	-4.184936	-3.1126652	-3.8286724	-4.212915
LOC_Os02g49980.2	0.19320011	0.2308054	0.38872337	0.4384117	0.33667564	0.45895386	1.8681316	1.8241072	1.4159298	1.6615067	1.4211559	1.3575726
LOC_Os03g53600.3	0.41148376	0.51210976	0.27596283	0.7281847	0.78158665	0.52392197	1.073719	0.8206482	0.7851896	0.54549694	0.5288782	0.29709244
LOC_Os12g42044.5	-7.986865	-7.7299905	-7.5021296	-7.773666	-8.155565	-7.792463	-8.952842	-9.68923	-8.285211	-9.416424	-7.9860883	-9.313259
LOC_Os09g21210.1	-3.334063	-3.4004421	-2.77528	-4.3942733	-4.498447	-3.7820387	-1.2009029	-0.65590954	-0.70520115	-0.2696867	-0.8676176	-0.96053886
LOC_Os08g04310.1	-3.8487325	-4.03536	-2.8104572	-3.1979828	-2.814845	-1.2810364	-1.3787737	-2.4086018	-0.5991249	-1.7330036	-0.6119833	0.015831947
LOC_Os06g03830.2	-8.751828	-8.851983	-7.501014	-7.2602053	-7.898903	-7.7116776	-7.9676695	-6.753211	-7.1799026	-7.259668	-8.2906475	-7.817214
LOC_Os02g53260.1	-4.169123	-4.232417	-5.150212	-3.851046	-4.239769	-4.936671	-5.0919433	-4.9899936	-4.6655555	-4.6846356	-4.4092464	-4.375716
LOC_Os06g49840.2	-0.19257164	-0.822649	0.17267036	-1.4598312	-1.0312109	-0.03420353	-0.6462326	-1.4513283	-0.83932877	-1.8637905	-1.9608974	-2.24232
LOC_Os07g09690.1	-1.9244156	-1.8395615	-1.770463	-1.9149952	-1.844429	-1.954359	-2.4762754	-2.101859	-2.4885807	-2.1878233	-2.2786722	-2.1561642
LOC_Os09g34900.1	-2.1080713	-2.5963144	-2.6611342	-2.134696	-2.5678368	-2.4822521	-2.2715664	-2.0482502	-2.0111494	-2.1968327	-2.1724367	-1.8750296
LOC_Os03g05200.2	1.1736546	0.9970226	1.2261715	0.7389889	0.7168627	0.65876675	-1.0939407	-0.4212103	-0.05242634	-1.3073444	-1.3422403	-0.92296314
LOC_Os06g49010.2	-3.321262	-3.554903	-2.4836917	-0.95848083	-1.011301	-0.8818979	-1.2649937	-1.9695053	-1.2697821	-0.7055788	-0.68416595	-0.4759407
LOC_Os11g20689.1	-4.8701587	-4.4849916	-5.8308535	-5.3341184	-5.0408125	-5.562309	-4.012492	-3.8051558	-5.2339664	-3.0089073	-3.326067	-3.5398235
LOC_Os01g59660.4	-2.6208677	-2.795992	-3.2948413	-1.1563873	-1.3403244	-1.9399195	-3.744022	-3.4784422	-3.4843702	-2.9215536	-2.7653198	-2.767661
LOC_Os05g39540.1	-4.3666778	-4.6783667	-3.8524814	-5.881567	-5.900055	-4.655429	-6.518628	-6.2163053	-5.694688	-6.9707584	-7.6702237	-6.7851996
LOC_Os02g19170.3	-0.5921707	-0.6887741	-0.5210066	-0.57668304	-0.7456932	-0.62681293	-2.1807947	-1.5186596	-1.7007399	-1.8005562	-1.7308245	-1.8048468
LOC_Os09g15639.1	-5.338839	-5.137823	-5.7058477	-5.409195	-5.326523	-5.8249354	-5.008959	-4.9074745	-6.0070367	-4.918092	-5.061181	-5.8020372
LOC_Os04g46130.1	-8.083203	-9.267464	-7.5386586	-9.628082	-9.168148	-4.985093	1.8679361	-2.4957552	1.7485132	-1.5769863	1.7407799	1.4715767
LOC_Os07g42250.1	1.820714	2.0480995	1.8747702	2.1505098	2.514307	2.5075788	-0.7777424	-0.061652184	-0.94615173	-1.7771854	-1.3595476	-2.0064516
LOC_Os11g30620.1	-8.682991	-9.184601	-7.470717	-9.5425005	-9.099373	-7.6785846	-6.9009275	-8.044306	-8.255844	-7.2738657	-6.954035	-9.4993305
LOC_Os01g34620.8	-1.3080053	-0.5304289	-1.8740206	-0.7269163	-0.24600887	-0.9356146	-1.0677071	-0.9182339	-1.2107105	-1.3218231	-1.314292	-1.5439129
LOC_Os02g43660.1	-7.943422	-9.1740885	-7.517229	-8.432009	-7.752166	-6.9374933	0.7102947	-1.0987282	0.684535	-0.48263454	0.3022852	0.4808607
LOC_Os03g30300.2	-5.638406	-5.7498274	-5.9196134	-6.6916256	-6.383444	-7.7316227	-1.1684847	-1.6717415	-2.0742512	-3.2683125	-3.004506	-3.1870174
LOC_Os07g33790.1	-4.264769	-4.3294773	-4.1785655	-4.182723	-4.039062	-4.484461	-2.7575808	-2.698821	-2.8902836	-2.1818552	-2.3392668	-2.589097
LOC_Os03g48320.1	-4.889844	-5.11284	-4.0495524	-4.746936	-4.9533052	-4.57125	-4.165511	-4.2834992	-4.2856092	-3.8554401	-4.067277	-3.9821873
LOC_Os12g01680.1	3.5210419	3.8900805	4.17177	3.3976755	3.8237114	4.1772738	3.4052505	3.0502958	3.1378784	2.403697	2.3486557	2.697175
LOC_Os01g65150.1	-8.858251	-9.300809	-7.562559	-9.664841	-9.200294	-7.748574	-9.852772	-9.839058	-8.391754	-9.538851	-10.156797	-9.415495
LOC_Os06g29430.1	-3.711432	-3.7992291	-4.513163	-2.4266176	-2.9521284	-3.471384	-2.9772444	-2.4043112	-2.3252325	-2.782835	-2.497899	-2.642271
LOC_Os10g05069.2	0.91129494	0.3454361	1.1105947	1.593977	1.3627186	2.2730188	2.357438	1.7197895	2.953782	2.1002064	2.8342524	3.0864363
LOC_Os06g06760.3	-4.8402925	-4.7001743	-4.177062	-4.799006	-4.327516	-4.4719253	-5.412074	-5.2174325	-4.978109	-5.038848	-4.7810926	-4.613269
LOC_Os02g36140.4	-8.658354	-8.522735	-7.5432634	-7.226751	-8.164455	-7.743011	-7.0730066	-7.1563363	-8.507406	-6.551363	-6.9947762	-9.510108
