probeName	GSM534579	GSM534580	GSM534581	GSM534582	GSM534583	GSM534584	GSM534597	GSM534598	GSM534599	GSM534600	GSM534601	GSM534602
LOC_Os02g53690.1	-4.9227104	-4.520572	-4.2672267	-5.6993985	-5.4973483	-4.904326	-1.8721857	-1.5535955	-6.2360854	-0.84151745	-1.5223236	-1.0437193
LOC_Os04g53710.1	-8.999069	-9.495143	-7.700877	-9.880768	-9.431307	-7.877394	-9.900366	-10.040864	-7.554126	-8.576197	-10.302321	-9.698596
LOC_Os01g72370.2	-8.692211	-9.333459	-6.5305214	-9.731046	-9.240937	-7.8005953	-9.2345085	-9.901466	-8.603203	-8.571884	-8.423621	-9.557389
LOC_Os06g04270.1	6.945875	6.772046	7.834894	6.4910116	6.4800835	7.6051893	5.703038	5.65028	5.717329	5.007947	5.1946907	5.347108
LOC_Os08g43570.1	-7.49963	-6.6693974	-7.6968336	-4.5479007	-4.8533683	-4.7393336	-9.092225	-7.071921	-8.723562	-9.695541	-8.468439	-8.922012
LOC_Os04g51400.5	0.19970226	-0.39378738	1.1934948	3.041212	3.066	3.590229	0.04957199	-0.111307144	-0.6492567	0.03480625	-0.5148182	-0.19562721
LOC_Os04g43910.1	-6.1691904	-6.162123	-6.1770344	-5.615334	-5.8959813	-5.7647543	-5.4201407	-5.7534027	-4.946597	-5.486678	-4.7092543	-4.558003
LOC_Os02g37360.1	-8.815757	-7.2350183	-7.045306	-9.879448	-7.6046753	-7.5712857	-7.483922	-5.8868012	-4.7060394	-6.6110454	-6.944435	-8.391884
LOC_Os12g41860.1	-1.4502678	-1.4867659	-1.7897549	-2.5240736	-2.3981743	-2.4247818	-0.50269604	-0.7648487	-1.7842932	-0.30957794	-0.23738956	-0.44022942
LOC_Os03g19070.1	-8.369388	-8.046913	-7.6514606	-9.837446	-9.388943	-7.8356876	-6.538004	-5.4958587	-6.7345796	-9.657362	-10.258798	-9.628504
LOC_Os07g35290.1	-6.1001673	-6.239068	-6.130194	-5.2268796	-5.4191017	-5.6927195	-6.885911	-6.632279	-6.7295685	-6.5733457	-6.2987647	-7.574196
LOC_Os04g46610.2	0.93141365	0.6999521	0.19530773	0.80488586	0.5824623	0.07300186	-3.6330395	-3.5302515	-2.1182222	-3.8114805	-2.7115917	-2.7981653
LOC_Os01g15970.1	-8.0928335	-8.542535	-3.8119898	-7.474795	-7.228476	-6.347138	-3.8674006	-5.07783	-3.6555433	-4.5911098	-4.043646	-3.657874
LOC_Os04g57154.1	-0.98899364	-0.90445614	-1.2967539	-1.0048504	-1.2715359	-1.2475557	-3.0081434	-3.0869846	-2.7511797	-3.8612366	-3.253336	-3.1179008
LOC_Os05g41166.1	-9.010677	-9.4935	-7.683864	-7.9453893	-9.427223	-7.861765	-9.898028	-10.01438	-8.696409	-9.692368	-10.286395	-9.680727
LOC_Os02g38340.1	-0.48372746	-0.56952286	-0.76231766	-0.80861473	-0.8195286	-1.252758	-0.49754906	-0.722373	-0.33472633	-0.3221445	-0.23069859	-0.29585552
LOC_Os01g70260.2	-1.8078175	-1.6025934	-2.1530018	-1.7558079	-2.0054436	-1.8887396	-1.9395313	-1.3891401	-2.4417229	-1.0671129	-1.5458317	-1.8239956
LOC_Os03g09230.2	-7.2662983	-8.040488	-7.5752363	-7.7492695	-9.174291	-7.0037594	-7.8177314	-6.941956	-8.576805	-7.17739	-6.8511696	-9.459063
LOC_Os06g01304.3	-1.4984684	-1.7228994	-1.9599972	-0.86754894	-1.2661343	-1.6089315	-3.5608697	-3.181466	-2.902094	-3.8535604	-3.1785727	-3.069234
LOC_Os02g45070.2	0.7315359	0.713809	0.44166374	1.4051113	1.2796535	1.3197203	0.33787346	0.3480482	1.162981	0.6809082	1.3944063	1.5411196
LOC_Os08g04920.7	-3.4234152	-3.2669182	-4.074576	-2.9184456	-3.0673962	-3.633884	-3.4351292	-3.532261	-3.3911753	-2.7388897	-2.7766056	-2.4074955
LOC_Os03g06400.2	-3.5484858	-2.941783	-3.4805374	-2.6150503	-2.3484983	-2.915708	-5.0773	-4.7961135	-3.904543	-5.067383	-4.3871274	-4.387641
LOC_Os08g30790.3	-0.21949387	-1.1427355	-0.70337296	0.57973766	-0.277627	0.25725842	-2.135376	-1.5231733	-1.3282166	-1.3215351	-1.7210608	-0.729516
LOC_Os11g35030.2	-4.7953587	-4.7160563	-4.9273186	-4.5539517	-4.716556	-5.587578	-1.426734	-1.7246132	-4.8579392	-1.7805786	-2.0912657	-1.6095333
LOC_Os12g14840.2	-3.107975	-3.3461976	-3.2156763	-2.3960562	-2.402337	-2.4014187	-3.906664	-3.3121738	-3.8992982	-3.6131725	-3.9590168	-4.2966013
LOC_Os03g22810.1	4.405181	4.3185654	4.2290144	3.5808334	3.541996	3.5927944	4.5244894	4.3241997	4.2118397	3.7761621	3.5850239	3.5904055
LOC_Os05g25890.1	-8.948146	-9.4674015	-7.6860695	-9.845907	-9.406532	-7.864309	-9.022231	-10.035719	-8.697875	-9.683935	-10.063297	-7.864573
LOC_Os01g05620.1	-8.7264385	-9.352745	-7.6111846	-7.8452015	-7.985013	-7.6911373	-9.844236	-8.7597475	-8.586597	-9.584024	-8.250923	-8.580765
LOC_Os01g41730.1	-3.1636577	-3.783893	-1.5717449	-3.778386	-3.7760744	-2.5867019	-2.0598335	-3.4834604	-0.7421665	-2.4831066	0.09454155	0.011459351
LOC_Os11g40160.1	-3.622819	-4.1547513	-4.0967126	-2.4508762	-3.631792	-3.5307617	-4.8752546	-5.205246	-3.1126108	-5.0911183	-3.6548643	-3.7328672
LOC_Os09g39960.1	-2.592183	-1.986865	-2.0377169	-0.8156805	-0.5290489	-1.3310747	-2.9810133	-1.6419792	-1.9816971	-1.9929867	-2.4937143	-2.4063234
LOC_Os03g11220.1	-0.316576	-0.22346878	-0.3421173	-0.5179491	-0.8073082	-0.6249304	-1.0107775	-0.08528614	-0.44679737	-0.6061239	-0.93564415	-1.0296555
LOC_Os01g53160.1	-2.6905642	-3.415833	-1.1476412	-2.584425	-2.3213463	-1.2634048	0.6744423	-1.2874174	1.0862684	0.22765923	1.3730221	1.2855482
LOC_Os09g27140.1	-1.3463669	-1.2598219	-1.812273	-1.1522455	-1.6391973	-1.8823185	-1.3891582	-1.0920935	-1.8853455	-1.4120045	-1.9126902	-1.7294989
LOC_Os11g31450.1	-3.4194412	-3.6035805	-3.0117593	-3.6551876	-3.8016934	-3.0828404	-4.0106792	-4.195151	-3.4766092	-4.0407915	-3.9834976	-3.555828
LOC_Os12g06200.2	-2.669919	-2.3109913	-2.9367156	-0.73868465	-0.7136173	-1.0275097	-1.8825884	-2.0818195	-2.5268097	-0.3722763	-0.6490488	-0.72152615
LOC_Os07g31960.1	-6.103084	-6.424278	-5.0927525	-7.9491215	-8.105168	-5.231453	1.6242952	0.39773273	1.431798	1.2373219	1.5392323	1.698741
LOC_Os08g33479.1	-5.636282	-5.782367	-6.668552	-5.467638	-6.5556564	-6.373998	-6.1884327	-7.20105	-6.3198457	-8.072962	-7.045681	-7.786693
LOC_Os04g47840.1	-8.859702	-9.294672	-7.538043	-9.705494	-9.241352	-5.57169	-5.897391	-9.770428	-4.31024	-6.6711593	-4.126857	-5.4297204
LOC_Os06g11310.1	-1.3013496	-1.7927885	-0.26037025	-4.34404	-4.3439746	-3.3712583	-0.1383295	-0.2632637	-0.20349026	-1.8760061	-1.5734138	-1.5386457
LOC_Os06g37150.1	-5.3028364	-5.7746625	-3.6426392	-4.9166036	-4.5763	-4.0095596	-2.096037	-0.9473591	-1.0885963	-0.74641895	-1.3459072	-0.32953835
LOC_Os09g37040.1	-1.0764637	-0.779562	-1.0639353	-0.9590502	-1.0701885	-0.92248917	0.5892267	0.48005104	-1.4459925	0.5894928	-0.1546154	0.18502808
LOC_Os12g22110.1	-4.2841973	-4.5923495	-4.289305	-3.4998808	-3.7812877	-3.1616464	-3.156332	-5.101098	-3.3926344	-5.265441	-4.403906	-5.8089833
LOC_Os04g38780.1	-2.904645	-5.4562044	-5.087633	-5.4330344	-5.4767356	-5.129515	-6.0641704	-6.489801	-6.3960676	-5.750948	-5.184976	-6.379793
LOC_Os09g32944.1	-4.3743224	-4.5771084	-4.0087485	-3.9119506	-3.8788939	-3.7010493	-2.3597212	-2.5630302	-2.4331398	-1.2381182	-1.3672314	-1.2146702
LOC_Os04g38790.1	-3.0513659	-3.2668157	-2.0435963	-2.1564636	-2.2420225	-2.0447054	-3.207285	-3.026497	-2.9046535	-2.7916155	-3.1536303	-3.9898596
LOC_Os08g44450.3	2.4817352	2.5908823	1.2986326	2.156619	2.1193552	1.4346914	2.7164087	2.5938702	2.072711	3.214939	2.869546	2.7452297
LOC_Os11g11940.1	-5.7829666	-4.8899584	-5.445394	-4.580362	-3.989903	-5.519588	-5.2448378	-3.4601307	-4.295307	-4.159298	-4.920747	-5.1435294
LOC_Os02g43560.1	-7.9048166	-7.460605	-5.1514435	-7.005818	-7.1735315	-7.8128185	-2.461339	-3.809857	-3.727417	-2.7946577	-2.3588457	-1.874896
LOC_Os03g48010.1	-4.158254	-4.2024007	-3.8539386	-2.8489647	-3.0665598	-3.3546743	-4.51603	-3.5259295	-4.1671605	-3.8442411	-4.1739073	-4.4004073
LOC_Os02g50820.1	-3.627274	-3.683732	-2.8932614	-4.223359	-4.502882	-3.3038354	0.4804554	4.78E-04	-0.55431175	1.3091373	1.2528963	1.0804911
LOC_Os04g58470.1	-4.4231277	-4.247781	-3.920198	-3.7689867	-3.785635	-3.7154841	-0.43792915	-0.8301668	-0.8670025	-0.15315628	0.0782547	-0.019702911
LOC_Os05g07050.1	2.8615475	3.1511946	2.2252226	2.2092543	2.1580925	1.4463558	1.2016144	1.8937922	1.8382683	1.6704702	1.8576822	1.7420874
LOC_Os03g04220.1	-4.968822	-8.479133	-7.6622276	-9.842804	-8.124789	-7.8526325	3.5197287	2.3185015	2.0447092	3.9158564	3.8121433	3.5575361
LOC_Os01g56780.1	1.409729	1.3395109	1.775753	1.5027046	1.7776937	1.8555946	-0.49453068	0.2784691	0.38197613	-0.44515133	-0.5914278	-0.38740158
LOC_Os03g59480.1	-1.7083693	-1.608738	-2.252306	-0.908761	-0.7306843	-1.3170929	-0.9488182	-0.6468487	-1.4361858	0.1197052	-0.2352972	-0.68451595
LOC_Os03g22670.1	-2.022068	-1.803546	-1.3807964	-1.0802488	-0.8957758	-0.6914978	-2.2000036	-3.4476461	-2.1244135	-4.1539087	-2.6283102	-2.7439966
LOC_Os07g13170.2	-5.00573	-5.3456635	-5.25483	-6.3454328	-6.8828106	-7.0195932	-8.127991	-5.1629076	-7.340249	-7.0845113	-6.2277	-6.054238
LOC_Os02g08140.1	0.8808079	0.8668566	0.98007107	-1.0742245	-0.837553	-0.6175537	-2.67095	-3.0297852	-2.7733345	-5.1932874	-3.7783241	-4.0234346
LOC_Os03g52320.2	-8.93003	-8.26684	-7.6619196	-9.814687	-8.681099	-7.850507	-0.17070007	-0.56238747	-7.7847853	-0.84108543	-1.307209	-0.3067894
LOC_Os02g34470.1	-0.64080906	-0.9388943	-1.0558538	-0.29163074	-0.5239134	-0.924592	-3.0724392	-2.6980457	-2.1933746	-3.5161428	-2.761901	-2.8557882
LOC_Os02g44370.1	1.7768431	1.765729	1.705657	2.1173534	2.3252392	2.3505926	-0.4572754	0.24664116	-0.28045177	0.98842525	0.6352377	0.44622612
LOC_Os04g44354.4	-8.955762	-9.453184	-7.2885084	-9.512033	-9.387285	-7.851867	-7.246191	-5.618814	-4.2299466	-5.0932784	-5.3745623	-4.9220905
LOC_Os07g39290.1	-3.0852184	-2.8603992	-3.1645432	-3.1722326	-2.6401014	-2.886653	-2.5223885	-2.3850622	-3.1243105	-2.0682898	-2.2753792	-1.8896084
LOC_Os02g35910.1	-3.3363976	-2.7463226	-2.8880835	-3.6385317	-3.3103685	-3.711625	-3.401349	-2.7264204	-3.2141447	-3.7019558	-3.7514734	-3.9588737
LOC_Os06g04830.1	-3.9336777	-3.539338	-4.775745	-3.1797857	-3.1468163	-4.0839024	-3.7229671	-3.0633774	-3.4317446	-3.194645	-3.567234	-3.4783497
LOC_Os10g27274.3	-4.7550488	-4.4382954	-4.775045	-4.4509745	-4.2944164	-5.2513185	-6.584045	-6.053955	-5.07012	-7.417643	-5.6949344	-5.638201
LOC_Os01g41610.2	-0.7376509	-0.48765755	-0.21632576	-0.7103996	-0.42230225	-0.044913292	0.9378443	0.084282875	0.620018	0.6916046	0.89767075	0.78264713
LOC_Os08g04300.1	-5.196052	-5.214792	-5.5319414	-5.023867	-5.9536414	-4.956378	-7.1220794	-7.3058853	-7.0075717	-6.7176714	-5.9610353	-7.4325237
LOC_Os08g37610.2	1.6369076	2.1040878	2.0371637	0.8843241	1.2729254	1.1544313	-0.7711954	-0.2630949	0.26107025	-1.3660221	-0.8761244	-0.5391035
LOC_Os01g18850.4	-1.096262	-0.88920784	-0.81229496	-0.54797935	-0.49555874	-0.6257143	-2.0642862	-1.074337	-1.1276655	-1.1454773	-1.5118933	-1.1635513
LOC_Os11g45050.1	-3.9603558	-4.2741876	-3.3203697	-3.9120173	-4.2843566	-3.6268349	-4.4735208	-4.1043553	-4.297001	-4.2188168	-4.5559964	-4.4058833
LOC_Os04g40530.1	2.2319593	2.3871555	2.4541216	2.3723812	2.6645126	2.8573875	-0.15129471	0.336524	-0.1996603	-0.40075016	-0.27622223	-0.19272804
LOC_Os01g62490.1	-7.355335	-8.138853	-5.216016	-6.0707583	-4.5948005	-5.2896295	-1.3791618	-4.510898	0.13322449	-2.4801397	-0.14955711	-0.46267223
LOC_Os06g37570.1	-8.055046	-5.2549973	-6.821929	-6.7665496	-6.7120733	-6.7037277	-5.4710875	-5.401799	-6.3558006	-4.520636	-4.6129537	-5.3319516
LOC_Os09g37890.1	-8.767155	-9.190252	-7.455344	-9.613802	-9.136124	-7.778857	-7.974102	-7.537003	-8.558833	-7.055879	-7.666982	-8.105574
LOC_Os04g05560.1	-8.899913	-9.411593	-7.6378765	-9.777863	-9.33994	-7.83208	-8.202877	-8.485482	-5.374264	-7.5107765	-6.7503147	-6.381751
LOC_Os08g07830.2	1.254839	0.9851122	0.9432516	1.4027643	1.2305737	1.0152025	0.45760632	0.9143019	1.0575867	0.76152706	0.8276081	0.8722725
LOC_Os06g07914.1	-6.695295	-3.9000058	-3.5049443	-3.367404	-1.9732265	-1.8154554	-4.389065	-4.0714602	-3.8884325	-3.8235025	-4.1381884	-3.7311764
LOC_Os05g48390.1	1.5369635	1.9526882	1.6126299	0.13572407	0.050580025	1.1472893	-1.2111168	-0.3174181	-0.47453594	-0.6411524	-1.0793438	-1.0116692
LOC_Os06g18820.2	-8.675348	-9.292004	-7.562853	-9.691475	-9.187283	-7.812133	-9.808121	-9.858931	-8.463335	-9.528645	-10.161955	-9.43654
LOC_Os03g29340.2	-6.8235545	-6.571217	-6.1243076	-7.287846	-7.0998187	-5.0412917	-7.0567875	-5.8509884	-5.693041	-6.7164288	-6.3972607	-6.6285577
LOC_Os06g12455.1	-8.858196	-7.5750685	-7.505957	-9.671663	-8.248786	-7.717327	-9.799006	-9.815447	-8.574957	-9.539814	-7.4741154	-9.569491
LOC_Os08g40440.1	-6.6446457	-7.1791744	-7.4616547	-6.510817	-6.720762	-6.264287	-8.7542305	-7.5319104	-8.545325	-7.3084726	-7.612486	-7.746241
LOC_Os04g33560.1	-4.967194	-6.6769876	-6.138925	-8.130681	-8.966585	-7.733087	-2.4275436	-3.6463776	-3.5968943	-3.5553179	-3.283064	-2.7487507
LOC_Os03g60820.1	-1.1548634	-1.6885366	-1.1077929	-1.4248362	-1.9345093	-1.3049297	-3.7199483	-3.3068247	-2.7537107	-3.9767122	-3.7511692	-3.3339643
LOC_Os06g46270.1	-4.402853	-4.4786234	-4.4404116	-4.946519	-5.2600884	-4.916712	-3.9996133	-3.1344366	-3.1988878	-3.9879866	-4.4201636	-3.6682997
LOC_Os04g31390.1	-1.3914652	-1.2294121	-1.4661665	-0.6484432	-0.969017	-0.89556694	-0.7163048	-0.7136717	-1.0859509	-0.18049812	-0.39065266	-0.38753223
LOC_Os09g39870.1	-4.490885	-4.8538833	-4.0312157	-3.973318	-4.3221006	-3.9056	-4.738215	-4.487829	-4.1974936	-3.7783327	-3.8709202	-3.513011
LOC_Os02g28720.1	-8.837055	-7.710515	-7.6065674	-8.740477	-9.283533	-7.807208	-8.610039	-8.562274	-8.521742	-9.599272	-8.7417555	-9.499018
LOC_Os05g34130.1	-3.548366	-3.64925	-3.561173	-2.4749537	-2.7726765	-2.7724266	-2.7025757	-3.2789516	-2.9158726	-2.2996407	-2.4437923	-2.6737118
LOC_Os02g37694.1	-3.8598785	-3.450337	-3.7268453	-2.605383	-2.2178936	-2.756011	-2.2358685	-2.5177164	-2.9649363	-2.4398508	-2.6745415	-2.8382473
LOC_Os12g24550.1	-6.1145463	-6.2707825	-7.58984	-4.923285	-5.24492	-5.5857663	-4.240209	-4.011852	-5.8665075	-3.4451256	-3.3624125	-3.6214256
LOC_Os01g13560.1	-6.8101726	-9.149199	-7.574545	-9.687907	-9.222541	-7.7941794	-9.812045	-9.898597	-8.457231	-9.557108	-9.002306	-9.436573
LOC_Os07g17250.1	-1.2473116	-1.0064411	-1.596076	-2.980545	-3.2469692	-3.7067304	-3.3015537	-2.193552	-2.9564161	-3.9615288	-3.9970455	-4.1153154
LOC_Os08g02996.2	-8.80584	-7.8635073	-7.0905466	-5.983127	-7.269062	-7.6792192	-3.860818	-2.7765436	-3.0891123	-2.5901423	-3.0013733	-2.5766678
LOC_Os01g38190.1	-5.058921	-5.223045	-4.250573	-4.3964424	-4.3541293	-3.216145	-3.082181	-1.8332243	-2.4734993	-2.099574	-3.450982	-2.8758774
LOC_Os09g17344.1	-6.2877336	-6.5479236	-6.3644238	-6.385852	-6.8820643	-6.7915864	-7.9708757	-8.06665	-6.540965	-7.5816383	-6.824665	-6.4427085
LOC_Os07g37130.3	-8.765565	-9.205122	-7.41844	-9.568782	-9.138274	-7.662276	-9.735761	-8.843239	-8.520747	-9.44458	-10.068384	-8.592275
LOC_Os01g68230.2	-2.2679043	-2.077342	-3.7789927	-1.8513699	-1.9198284	-2.880849	-4.6895947	-4.502878	-4.1495037	-3.9310117	-3.3508883	-3.3843288
LOC_Os05g05290.1	-8.826578	-9.339536	-7.585115	-9.69802	-9.255661	-7.7903595	-7.2691774	-8.294431	-8.383016	-9.040968	-8.156447	-9.469185
LOC_Os03g47760.1	-1.0446825	-0.9092207	-1.2230053	-0.27473736	-0.40366364	-0.6956644	-1.3829556	-0.6858196	-0.819046	-0.90457916	-0.74011135	-0.6917629
LOC_Os07g42626.3	-7.116067	-6.016152	-7.539996	-7.38966	-7.503135	-7.5941086	-5.0813284	-6.1535573	-4.8765507	-6.037384	-4.8618226	-4.66601
LOC_Os11g04200.1	-1.5222101	-0.9468622	-1.9621534	-2.7902117	-2.6615047	-3.3305178	-2.2734299	-2.0266895	-2.323907	-1.745369	-1.8172503	-1.8068571
LOC_Os01g63050.1	1.2012577	0.69866276	1.319088	0.700922	0.5966034	0.81397057	0.9587612	0.20069599	1.2291317	0.5842104	1.0860138	0.9673462
LOC_Os11g14390.1	-8.266048	-8.030965	-6.74277	-8.284059	-8.332078	-6.2352824	-1.7447672	-2.464674	-2.8408794	-1.9047041	-2.0548449	-1.952816
LOC_Os01g09200.1	1.2279844	1.4860153	1.5365477	1.6312408	1.8540726	1.900711	1.7020731	1.5916672	1.655016	1.5589333	1.7178602	1.8525171
LOC_Os02g52910.1	-6.834242	-6.718006	-7.2879634	-6.4608727	-6.6757917	-6.7629776	-6.915451	-5.8814726	-6.387918	-6.4896646	-6.472282	-6.654942
LOC_Os06g27830.1	-2.3614206	-2.404644	-2.399569	-2.468628	-2.4412584	-2.4842253	-2.1219654	-1.798378	-2.4378948	-2.058526	-2.2967167	-2.1662025
LOC_Os04g48510.1	-8.835859	-9.328657	-7.5672836	-9.685386	-9.244438	-7.7782393	-5.0845847	-5.8779616	-7.178864	-4.901689	-4.935531	-4.7571216
LOC_Os03g47140.1	-7.3124743	-5.8906126	-7.558981	-7.870387	-7.6318464	-7.7732124	-1.3052616	-1.4037285	-8.527994	-1.428709	-1.9495869	-1.5071898
LOC_Os01g49154.1	-6.352281	-6.9769793	-6.1353436	-5.7102337	-5.8702784	-5.9808455	-4.8889565	-5.468428	-5.141379	-4.380817	-4.246105	-4.4320903
LOC_Os07g29820.1	-2.9681854	-2.3779373	-2.7976966	-2.0713825	-1.9446497	-2.4813156	-4.161338	-3.5421543	-3.7344408	-4.077098	-4.125211	-4.1469293
LOC_Os04g51190.3	-3.2480316	-3.4518394	-3.1443396	-3.1447783	-3.2691488	-2.0906715	-0.16002464	-0.05424881	-2.2590237	1.0180655	0.2647934	0.21805954
LOC_Os02g34560.2	0.17234421	-0.20205975	0.036418915	-1.0760651	-1.3759251	-1.4788332	1.0262156	0.87777233	1.051588	0.59094906	0.6043968	0.6166334
LOC_Os02g53200.2	0.8346634	-0.83294296	2.36553	1.5782385	1.4009838	3.5921717	3.6270971	3.0308552	3.0843515	3.9126616	3.7979317	3.6574354
LOC_Os06g38210.2	4.9394493	4.718115	5.346922	3.458602	3.5466776	3.8859806	3.9856625	4.132332	4.3016167	3.6656227	3.0014277	3.2567568
LOC_Os03g52280.1	1.632266	1.8736849	1.4998655	0.7598705	0.783226	0.78054905	1.5835562	1.7772236	0.88765717	1.0436964	0.26032257	0.56102943
LOC_Os04g39864.4	-8.756855	-9.280997	-7.5446997	-9.644263	-9.187524	-7.7626395	-9.796609	-9.802116	-8.403114	-9.532494	-9.31612	-9.386571
LOC_Os10g41560.1	-0.9549246	-0.6900091	-1.391448	-0.876667	-0.85217285	-1.3447495	-3.4255228	-2.3343267	-1.900774	-2.9136066	-2.225831	-1.983202
LOC_Os04g58504.1	-3.632609	-3.2963133	-3.2973547	-3.5784082	-3.360538	-3.3070674	-2.2498465	-2.1108656	-2.4502554	-1.4261684	-1.5240002	-1.3569555
LOC_Os08g45210.2	-1.3549633	-1.0072374	-0.4864025	-0.89244556	-0.5128851	-0.05413437	0.17661858	0.03034401	-0.19162464	0.16676521	0.04714012	0.14640903
LOC_Os11g28950.1	-8.746726	-9.273647	-7.5396934	-9.638898	-9.178776	-7.760247	-8.183529	-8.904309	-8.393418	-7.8075175	-6.786547	-8.128458
LOC_Os03g27370.1	-3.127164	-3.3858705	-2.0814085	-4.119224	-4.198284	-2.4054756	-0.5142555	-3.4839191	-1.0219727	-1.5893049	-0.34037304	-0.45229244
LOC_Os07g01020.1	5.735962	5.7106314	5.3287363	5.3693037	5.470497	5.354784	2.3285084	3.5730238	2.7624216	2.5300522	2.5641003	2.1910105
LOC_Os09g33800.2	1.33778	1.3478527	1.5752258	1.339119	1.4009657	1.6695681	1.0718527	1.6343746	1.1177092	0.8438091	0.52704144	0.50618076
LOC_Os03g01090.1	-4.7586946	-4.535464	-4.5009956	-4.396152	-4.384144	-4.6150546	-2.362749	-1.852562	-2.6005898	-2.6911268	-3.1239777	-3.1792011
LOC_Os01g69940.1	0.3892622	0.67749023	0.2892666	0.086769104	0.4793539	0.099326134	-0.26295948	-0.08724022	-0.68397427	0.020254135	-0.14436626	-0.39055634
LOC_Os04g36054.1	1.2093029	0.98866177	1.2232037	2.3290615	2.1433582	2.2870798	0.6844177	1.1207476	1.004713	0.94207954	0.56257915	0.84857273
LOC_Os02g53000.2	-3.4782014	-3.0697722	-3.4314404	-5.001681	-5.4417915	-4.5955377	-2.0745716	-2.9782906	-3.5779924	-2.1208515	-2.026928	-1.765276
LOC_Os06g45310.1	-1.7472906	-1.7460127	-1.5669327	-1.4426851	-1.7728462	-1.7993774	-1.7881155	-1.9852724	-1.7224588	-1.4897375	-1.4519844	-1.7300329
LOC_Os10g24094.2	1.049531	1.2576685	0.4686098	0.17267227	-0.23854923	-0.45173073	-1.8204117	-1.114275	-0.034168243	-1.567358	-1.0023041	-0.83593845
LOC_Os02g58490.1	-2.9872885	-2.8096685	-3.6018414	-2.499278	-2.332347	-2.6440015	-2.0232124	-2.1586685	-2.5962067	-0.7670841	-0.6545963	-1.3637819
LOC_Os10g28690.1	-8.354772	-7.517087	-7.4718533	-7.603074	-9.160063	-7.7456183	-5.923814	-5.9111576	-6.3079314	-5.159243	-4.8422637	-5.0573683
LOC_Os06g17950.1	-8.753317	-8.040951	-7.4293256	-7.8860307	-8.381314	-7.65635	-5.9648323	-6.0642924	-6.2517233	-7.2849073	-6.715354	-7.363836
LOC_Os06g44750.1	-8.738225	-9.247059	-7.5183716	-9.610228	-9.151527	-7.7385616	-9.637613	-9.835953	-8.364411	-9.505772	-8.748326	-9.34805
LOC_Os05g12260.1	3.2818651	3.2285929	2.8603487	2.1384344	2.2611837	2.027769	1.8865786	2.2252293	1.2772169	1.6340866	1.3158407	1.2167759
LOC_Os03g08530.1	-6.797697	-7.2048397	-7.468156	-5.770177	-6.863565	-6.1261306	-4.6829886	-5.492373	-5.1756434	-4.6056747	-3.7921524	-3.4506998
LOC_Os12g04010.1	-1.3783426	-0.80159473	-1.6104584	-2.598072	-2.5238914	-2.9404755	-2.14991	-1.9943552	-2.0711975	-1.6801615	-1.7239246	-1.5545769
LOC_Os07g05720.1	-1.9234114	-1.4932508	-1.5329456	-1.6050005	-1.2564383	-1.3058386	0.57409	0.53732204	0.35244465	1.6732273	1.7559652	1.6926584
LOC_Os02g22100.6	1.8690462	1.7690544	1.3884983	-0.0597353	-0.16575432	-0.2735319	-1.9207153	-1.1448069	-1.0703678	-4.376335	-4.5487595	-4.3955054
LOC_Os03g42280.2	-5.457928	-5.3376374	-6.8105392	-5.1617446	-5.4209375	-6.7068987	-8.413723	-6.976485	-6.7924757	-7.501044	-6.9785485	-6.478849
LOC_Os11g42220.1	-5.465875	-7.5034213	-1.4306393	-9.006274	-9.158665	-2.3277397	-1.4708424	-9.289508	1.6419525	-7.41008	-0.97985744	-7.3066816
LOC_Os10g42100.1	-3.2578697	-3.3496323	-3.0207171	-5.0152	-4.980382	-4.309954	-4.134529	-4.0056615	-4.123281	-4.198177	-4.22392	-4.3393707
LOC_Os03g53580.1	-4.8843427	-6.2626014	-4.756371	-3.0710773	-3.7185502	-3.6996136	0.14964485	-0.33760357	-3.8746276	0.45663738	-0.09457493	-0.56394863
LOC_Os01g33869.1	-8.621766	-9.058536	-7.29787	-8.457789	-8.987232	-7.5690584	-9.451275	-9.239651	-8.454372	-7.5958514	-6.6443872	-9.459965
LOC_Os01g65720.1	-1.5464087	-1.6806288	-1.8589363	-0.9182272	-1.1890535	-1.2681227	-1.6819944	-1.9182339	-1.4916315	-2.0226717	-1.3823376	-1.4728537
LOC_Os01g61430.1	0.52903366	1.1134758	0.38681698	0.30023003	0.6097603	0.2674284	-0.055955887	-0.07106972	-0.621418	-0.09264946	-0.2196598	-0.38821602
LOC_Os02g09080.1	-8.670134	-9.129885	-7.3478727	-8.29036	-9.048462	-7.5860605	-8.352295	-9.631792	-8.459399	-8.247875	-7.2619195	-7.398052
LOC_Os07g28260.6	0.23938847	0.29698467	0.11093521	0.47006512	0.5386162	0.38907814	-1.8080635	-1.3917646	-1.0094051	-1.2834902	-0.8690882	-0.44708252
LOC_Os01g06620.1	-8.636539	-9.0904455	-7.3140364	-9.445159	-9.012243	-7.560111	-9.667726	-9.590948	-8.4459505	-9.332401	-9.950562	-9.435917
LOC_Os10g33940.1	-2.4038048	-2.5624933	-1.907279	-1.1336079	-0.94229317	-0.9209461	-1.5936546	-1.4933605	-1.3967304	-0.7245598	-0.66274357	-0.4036808
LOC_Os12g44340.1	-2.4825544	-2.4561949	-2.8546572	-1.7857246	-1.8221369	-2.0012264	0.012552261	-0.3900299	0.1808548	0.19447803	0.55006504	0.9610567
